Channel,Theta,Alpha,Lowbeta,Highbeta,Gamma
T8,219.4326839,50.18571625,278.0551635,365.6286523,286.0549003
AF4,310.519648,281.008474,431.7378488,475.8239563,461.5274223
AF3,170.5345509,247.8524046,370.5950742,546.4395376,413.0778647
T7,88.84041625,138.74567,233.3481677,438.7489852,288.1383989
Pz,142.9667365,173.6495364,435.0628312,352.3333974,194.9774366
T8,219.4326839,50.18571625,278.0551635,365.6286523,286.0549003
AF4,310.519648,281.008474,431.7378488,475.8239563,461.5274223
AF3,170.5345509,247.8524046,370.5950742,546.4395376,413.0778647
T7,88.84041625,138.74567,233.3481677,438.7489852,288.1383989
Pz,142.9667365,173.6495364,435.0628312,352.3333974,194.9774366
T8,219.4326839,50.18571625,278.0551635,365.6286523,286.0549003
AF4,310.519648,281.008474,431.7378488,475.8239563,461.5274223
AF3,170.5345509,247.8524046,370.5950742,546.4395376,413.0778647
T7,88.84041625,138.74567,233.3481677,438.7489852,288.1383989
Pz,142.9667365,173.6495364,435.0628312,352.3333974,194.9774366
T8,219.4326839,50.18571625,278.0551635,365.6286523,286.0549003
AF4,310.519648,281.008474,431.7378488,475.8239563,461.5274223
AF3,170.5345509,247.8524046,370.5950742,546.4395376,413.0778647
T7,88.84041625,138.74567,233.3481677,438.7489852,288.1383989
Pz,142.9667365,173.6495364,435.0628312,352.3333974,194.9774366
T8,219.4326839,50.18571625,278.0551635,365.6286523,286.0549003
AF4,310.519648,281.008474,431.7378488,475.8239563,461.5274223
AF3,170.5345509,247.8524046,370.5950742,546.4395376,413.0778647
T7,88.84041625,138.74567,233.3481677,438.7489852,288.1383989
Pz,142.9667365,173.6495364,435.0628312,352.3333974,194.9774366
T8,219.4326839,50.18571625,278.0551635,365.6286523,286.0549003
AF4,310.519648,281.008474,431.7378488,475.8239563,461.5274223
AF3,170.5345509,247.8524046,370.5950742,546.4395376,413.0778647
T7,88.84041625,138.74567,233.3481677,438.7489852,288.1383989
Pz,142.9667365,173.6495364,435.0628312,352.3333974,194.9774366
T8,219.4326839,50.18571625,278.0551635,365.6286523,286.0549003
AF4,310.519648,281.008474,431.7378488,475.8239563,461.5274223
AF3,170.5345509,247.8524046,370.5950742,546.4395376,413.0778647
T7,88.84041625,138.74567,233.3481677,438.7489852,288.1383989
Pz,142.9667365,173.6495364,435.0628312,352.3333974,194.9774366
T8,219.4326839,50.18571625,278.0551635,365.6286523,286.0549003
AF4,310.519648,281.008474,431.7378488,475.8239563,461.5274223
AF3,170.5345509,247.8524046,370.5950742,546.4395376,413.0778647
T7,88.84041625,138.74567,233.3481677,438.7489852,288.1383989
Pz,142.9667365,173.6495364,435.0628312,352.3333974,194.9774366
T8,219.4326839,50.18571625,278.0551635,365.6286523,286.0549003
AF4,310.519648,281.008474,431.7378488,475.8239563,461.5274223
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
