Channel,Theta,Alpha,Lowbeta,Highbeta,Gamma
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,45.27071615,154.8721174,278.659608,414.2424044,425.584802
T7,33.60474092,142.816365,447.9314686,379.7568208,374.2572485
Pz,131.4507777,84.72395414,280.5418295,427.2159444,284.4444446
T8,331.6550705,99.75704738,465.6668971,416.5012341,529.1390339
AF4,250.940102,171.1244124,219.118718,587.7332329,419.1157789
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
T8,422.4847923,284.7559536,1001.219188,722.2174331,482.1409161
AF4,188.1723519,202.3110856,231.9022143,486.0542081,529.1132745
AF3,189.359167,266.6252073,561.4006855,396.7099751,509.401729
T7,271.628249,264.7390338,594.6350905,492.5074366,437.7061266
Pz,164.677816,191.8820882,207.5652546,394.3903415,341.9626595
